u,v,y
46,154,1
46,155,1
46,156,1
46,157,2
46,158,1
46,159,1
46,160,1
46,161,1
46,162,1
46,163,0
46,164,1
46,165,1
46,166,1
46,167,1
46,168,1
46,169,1
46,170,0
46,171,1
46,172,0
46,173,0
46,174,2
46,175,1
46,176,1
46,177,1
46,178,1
46,179,1
46,180,0
46,181,0
46,182,0
46,183,1
46,184,1
46,185,1
46,186,0
46,187,0
46,188,1
46,189,1
46,190,1
46,191,1
46,192,1
46,193,1
46,194,1
46,195,1
46,196,1
46,197,1
46,198,1
46,199,0
46,200,1
47,1,1
47,2,0
47,3,1
47,4,1
47,5,1
47,6,1
47,7,1
47,8,1
47,9,0
47,10,0
47,11,1
47,12,1
47,13,1
47,14,1
47,15,0
47,16,0
47,17,0
47,18,1
47,19,1
47,20,1
47,21,0
47,22,0
47,23,0
47,24,1
47,25,1
47,26,1
47,27,1
47,28,1
47,29,1
47,30,0
47,31,0
47,32,1
47,33,1
47,34,0
47,35,1
47,36,1
47,37,1
47,38,1
47,39,1
47,40,1
47,41,1
47,42,1
47,43,1
47,44,1
47,45,1
47,46,0
47,47,1
47,48,1
47,49,1
47,50,1
47,51,1
47,52,1
47,53,0
47,54,1
47,55,1
47,56,1
47,57,1
47,58,0
47,59,1
47,60,1
47,61,1
47,62,1
47,63,1
47,64,0
47,65,1
47,66,0
47,67,1
47,68,1
47,69,1
47,70,1
47,71,1
47,72,0
47,73,1
47,74,1
47,75,1
47,76,1
47,77,1
47,78,1
47,79,0
47,80,1
47,81,0
47,82,1
47,83,1
47,84,1
47,85,1
47,86,1
47,87,1
47,88,1
47,89,1
47,90,1
47,91,0
47,92,1
47,93,0
47,94,0
47,95,1
47,96,1
47,97,1
47,98,1
47,99,1
47,100,1
47,101,1
47,102,1
47,103,1
47,104,1
47,105,1
47,106,0
47,107,1
47,108,1
47,109,1
47,110,1
47,111,0
47,112,1
47,113,1
47,114,1
47,115,1
47,116,0
47,117,1
47,118,1
47,119,1
47,120,0
47,121,0
47,122,1
47,123,1
47,124,1
47,125,2
47,126,1
47,127,1
47,128,0
47,129,1
47,130,1
47,131,1
47,132,1
47,133,1
47,134,0
47,135,0
47,136,1
47,137,1
47,138,0
47,139,1
47,140,1
47,141,1
47,142,1
47,143,1
47,144,1
47,145,1
47,146,1
47,147,1
47,148,1
47,149,1
47,150,0
47,151,0
47,152,1
47,153,1
47,154,1
47,155,1
47,156,1
47,157,1
47,158,1
47,159,1
47,160,1
47,161,1
47,162,1
47,163,1
47,164,0
47,165,1
47,166,2
47,167,1
47,168,1
47,169,1
47,170,1
47,171,1
47,172,1
47,173,0
47,174,1
47,175,1
47,176,1
47,177,1
47,178,0
47,179,1
47,180,1
47,181,1
47,182,0
47,183,0
47,184,1
47,185,0
47,186,1
47,187,1
47,188,1
47,189,1
47,190,1
47,191,1
47,192,1
47,193,1
47,194,0
47,195,1
47,196,0
47,197,1
47,198,1
47,199,0
47,200,0
48,1,1
48,2,1
48,3,0
48,4,1
48,5,1
48,6,0
48,7,1
48,8,0
48,9,1
48,10,1
48,11,1
48,12,1
48,13,0
48,14,0
48,15,2
48,16,1
48,17,1
48,18,1
48,19,2
48,20,1
48,21,1
48,22,1
48,23,1
48,24,1
48,25,1
48,26,0
48,27,0
48,28,1
48,29,1
48,30,1
48,31,1
48,32,0
48,33,1
48,34,0
48,35,1
48,36,1
48,37,0
48,38,1
48,39,1
48,40,0
48,41,1
48,42,0
48,43,1
48,44,1
48,45,0
48,46,1
48,47,1
48,48,1
48,49,1
48,50,1
48,51,1
48,52,0
48,53,0
48,54,1
48,55,1
48,56,1
48,57,0
48,58,0
48,59,1
48,60,1
48,61,1
48,62,1
48,63,1
48,64,1
48,65,1
48,66,1
48,67,1
48,68,1
48,69,1
48,70,0
48,71,1
48,72,0
48,73,1
48,74,1
48,75,1
48,76,1
48,77,1
48,78,1
48,79,1
48,80,1
48,81,1
48,82,1
48,83,0
48,84,1
48,85,0
48,86,1
48,87,1
48,88,1
48,89,1
48,90,1
48,91,1
48,92,1
48,93,1
48,94,1
48,95,0
48,96,1
48,97,1
48,98,1
48,99,1
48,100,1
48,101,1
48,102,0
48,103,1
48,104,1
48,105,0
48,106,1
48,107,1
48,108,1
48,109,1
48,110,1
48,111,0
48,112,1
48,113,1
48,114,1
48,115,1
48,116,1
48,117,1
48,118,1
48,119,0
48,120,1
48,121,1
48,122,1
48,123,1
48,124,0
48,125,0
48,126,1
48,127,1
48,128,1
48,129,1
48,130,1
48,131,1
48,132,1
48,133,1
48,134,1
48,135,1
48,136,1
48,137,1
48,138,1
48,139,1
48,140,0
48,141,1
48,142,0
48,143,1
48,144,1
48,145,1
48,146,1
48,147,1
48,148,1
48,149,1
48,150,1
48,151,0
48,152,0
48,153,1
48,154,1
48,155,0
48,156,1
48,157,1
48,158,1
48,159,0
48,160,1
48,161,1
48,162,1
48,163,1
48,164,2
48,165,1
48,166,1
48,167,1
48,168,1
48,169,0
48,170,1
48,171,1
48,172,1
48,173,1
48,174,1
48,175,1
48,176,1
48,177,0
48,178,1
48,179,1
48,180,1
48,181,1
48,182,1
48,183,0
48,184,1
48,185,1
48,186,1
48,187,1
48,188,0
48,189,1
48,190,1
48,191,1
48,192,1
48,193,0
48,194,1
48,195,0
48,196,0
48,197,1
48,198,0
48,199,1
48,200,1
49,1,1
49,2,1
49,3,1
49,4,1
49,5,1
49,6,0
49,7,1
49,8,1
49,9,0
49,10,1
49,11,1
49,12,1
49,13,1
49,14,1
49,15,1
49,16,0
49,17,1
49,18,1
49,19,1
49,20,0
49,21,1
49,22,1
49,23,1
49,24,1
49,25,1
49,26,1
49,27,0
49,28,1
49,29,1
49,30,1
49,31,1
49,32,1
49,33,1
49,34,1
49,35,0
49,36,1
49,37,1
49,38,1
49,39,1
49,40,1
49,41,1
49,42,1
49,43,1
49,44,1
49,45,1
49,46,1
49,47,1
49,48,1
49,49,1
49,50,1
49,51,1
49,52,0
49,53,1
49,54,0
49,55,1
49,56,1
49,57,1
49,58,1
49,59,1
49,60,1
49,61,1
49,62,0
49,63,1
49,64,1
49,65,1
49,66,0
49,67,1
49,68,1
49,69,0
49,70,1
49,71,1
49,72,1
49,73,1
49,74,1
49,75,0
49,76,1
49,77,1
49,78,1
49,79,1
49,80,0
49,81,1
49,82,1
49,83,1
49,84,1
49,85,1
49,86,1
49,87,1
49,88,1
49,89,1
49,90,2
49,91,1
49,92,1
49,93,1
49,94,1
49,95,1
49,96,1
49,97,1
49,98,1
49,99,1
49,100,1
49,101,1
49,102,1
49,103,1
49,104,0
49,105,1
49,106,1
49,107,1
49,108,1
49,109,1
49,110,1
49,111,1
49,112,1
49,113,1
49,114,1
49,115,1
49,116,1
49,117,1
49,118,1
49,119,1
49,120,1
49,121,1
49,122,1
49,123,1
49,124,1
49,125,0
49,126,1
49,127,1
49,128,1
49,129,0
49,130,1
49,131,1
49,132,1
49,133,1
49,134,1
49,135,1
49,136,1
49,137,0
49,138,1
49,139,1
49,140,1
49,141,0
49,142,1
49,143,1
49,144,1
49,145,1
49,146,1
49,147,1
49,148,1
49,149,1
49,150,0
49,151,1
49,152,0
49,153,1
49,154,1
49,155,1
49,156,1
49,157,1
49,158,0
49,159,2
49,160,1
49,161,1
49,162,1
49,163,1
49,164,1
49,165,1
49,166,2
49,167,1
49,168,1
49,169,0
49,170,0
49,171,1
49,172,1
49,173,1
49,174,1
49,175,1
49,176,0
49,177,1
49,178,1
49,179,0
49,180,1
49,181,0
49,182,0
49,183,2
49,184,1
49,185,1
49,186,1
49,187,1
49,188,1
49,189,0
49,190,1
49,191,1
49,192,1
49,193,1
49,194,1
49,195,1
49,196,1
49,197,0
49,198,0
49,199,1
49,200,1
50,1,1
50,2,0
50,3,1
50,4,1
50,5,1
50,6,1
50,7,0
50,8,1
50,9,1
50,10,0
50,11,1
50,12,1
50,13,1
50,14,0
50,15,1
50,16,0
50,17,0
50,18,1
50,19,1
50,20,1
50,21,1
50,22,0
50,23,1
50,24,1
50,25,1
50,26,1
50,27,1
50,28,1
50,29,1
50,30,0
50,31,1
50,32,1
50,33,1
50,34,0
50,35,1
50,36,0
50,37,1
50,38,0
50,39,0
50,40,1
50,41,1
50,42,1
50,43,1
50,44,1
50,45,1
50,46,1
50,47,1
50,48,1
50,49,1
50,50,1
50,51,0
50,52,1
50,53,1
50,54,1
50,55,1
50,56,1
50,57,1
50,58,1
50,59,1
50,60,1
50,61,1
50,62,1
50,63,0
50,64,1
50,65,2
50,66,1
50,67,0
50,68,1
50,69,0
50,70,1
50,71,1
50,72,1
50,73,2
50,74,0
50,75,1
50,76,1
50,77,1
50,78,1
50,79,0
50,80,0
50,81,1
50,82,0
50,83,1
50,84,0
50,85,1
50,86,1
50,87,1
50,88,1
50,89,0
50,90,1
50,91,1
50,92,1
50,93,1
50,94,1
50,95,1
50,96,0
50,97,1
50,98,1
50,99,1
50,100,1
50,101,1
50,102,0
50,103,1
50,104,1
50,105,1
50,106,1
50,107,1
50,108,1
50,109,1
50,110,1
50,111,1
50,112,0
50,113,1
50,114,1
50,115,0
50,116,1
50,117,1
50,118,1
50,119,1
50,120,0
50,121,1
50,122,1
50,123,1
50,124,1
50,125,1
50,126,1
50,127,1
50,128,0
50,129,0
50,130,1
50,131,0
50,132,1
50,133,0
50,134,0
50,135,1
50,136,1
50,137,0
50,138,0
50,139,0
50,140,1
50,141,1
50,142,0
50,143,2
50,144,1
50,145,1
50,146,1
50,147,1
50,148,1
50,149,1
50,150,1
50,151,0
50,152,0
50,153,1
50,154,1
50,155,1
50,156,1
50,157,1
50,158,1
50,159,1
50,160,1
50,161,1
50,162,1
50,163,1
50,164,1
50,165,1
50,166,1
50,167,1
50,168,1
50,169,0
50,170,1
50,171,1
50,172,1
50,173,1
50,174,1
50,175,1
50,176,1
50,177,1
50,178,1
50,179,1
50,180,1
50,181,1
50,182,1
50,183,1
50,184,1
50,185,1
50,186,0
50,187,1
50,188,1
50,189,0
50,190,1
50,191,1
50,192,0
50,193,1
50,194,1
50,195,1
50,196,1
50,197,0
50,198,1
50,199,1
50,200,1
51,1,0
51,2,1
51,3,1
51,4,1
51,5,1
51,6,0
51,7,0
51,8,1
51,9,1
51,10,1
51,11,0
51,12,1
51,13,1
51,14,1
51,15,1
51,16,1
51,17,0
51,18,1
51,19,1
51,20,1
51,21,1
51,22,1
51,23,1
51,24,1
51,25,0
51,26,1
51,27,1
51,28,2
51,29,0
51,30,1
51,31,1
51,32,1
51,33,1
51,34,1
51,35,1
51,36,2
51,37,1
51,38,0
51,39,1
51,40,1
51,41,1
51,42,1
51,43,1
51,44,0
51,45,1
51,46,1
51,47,1
51,48,1
51,49,1
51,50,1
51,51,1
51,52,1
51,53,1
51,54,1
51,55,0
51,56,2
51,57,1
51,58,0
51,59,1
51,60,1
51,61,1
51,62,1
51,63,1
51,64,0
51,65,1
51,66,0
51,67,1
51,68,0
51,69,1
51,70,2
51,71,0
51,72,1
51,73,1
51,74,1
51,75,0
51,76,1
51,77,1
51,78,1
51,79,1
51,80,0
51,81,1
51,82,1
51,83,1
51,84,1
51,85,1
51,86,1
51,87,0
51,88,1
51,89,2
51,90,1
51,91,0
51,92,1
51,93,1
51,94,0
51,95,0
51,96,1
51,97,1
51,98,1
51,99,1
51,100,1
51,101,1
51,102,1
51,103,1
51,104,1
51,105,1
51,106,1
51,107,0
51,108,1
51,109,1
51,110,1
51,111,1
51,112,1
51,113,1
51,114,1
51,115,1
51,116,1
51,117,1
51,118,1
51,119,1
51,120,1
51,121,0
51,122,0
51,123,0
51,124,1
51,125,0
51,126,1
51,127,1
51,128,0
51,129,1
51,130,1
51,131,2
51,132,1
51,133,1
51,134,1
51,135,1
51,136,1
51,137,1
51,138,1
51,139,1
51,140,1
51,141,1
51,142,1
51,143,1
51,144,1
51,145,1
51,146,1
51,147,1
51,148,1
51,149,1
51,150,2
51,151,1
51,152,1
51,153,1
51,154,1
51,155,1
51,156,1
51,157,1
51,158,1
51,159,1
51,160,0
51,161,1
51,162,1
51,163,1
51,164,1
51,165,1
51,166,1
51,167,1
51,168,1
51,169,1
51,170,0
51,171,1
51,172,0
51,173,0
51,174,1
51,175,1
51,176,1
51,177,1
51,178,1
51,179,1
51,180,1
51,181,0
51,182,2
51,183,1
51,184,1
51,185,1
51,186,1
51,187,1
51,188,1
51,189,1
51,190,1
51,191,1
51,192,0
51,193,1
51,194,0
51,195,1
51,196,1
51,197,1
51,198,1
51,199,1
51,200,1
52,1,1
52,2,1
52,3,2
52,4,1
52,5,1
52,6,0
52,7,1
52,8,1
52,9,1
52,10,1
52,11,1
52,12,1
52,13,0
52,14,1
52,15,2
52,16,1
52,17,0
52,18,1
52,19,1
52,20,0
52,21,1
52,22,0
52,23,0
52,24,0
52,25,0
52,26,1
52,27,1
52,28,1
52,29,1
52,30,1
52,31,1
52,32,0
52,33,1
52,34,0
52,35,1
52,36,1
52,37,1
52,38,0
52,39,1
52,40,1
52,41,1
52,42,1
52,43,1
52,44,1
52,45,1
52,46,1
52,47,1
52,48,1
52,49,1
52,50,0
52,51,2
52,52,1
52,53,1
52,54,0
52,55,1
52,56,1
52,57,1
52,58,1
52,59,1
52,60,1
52,61,1
52,62,1
52,63,0
52,64,0
52,65,1
52,66,1
52,67,1
52,68,0
52,69,1
52,70,1
52,71,0
52,72,0
52,73,1
52,74,2
52,75,1
52,76,1
52,77,1
52,78,0
52,79,1
52,80,2
52,81,1
52,82,1
52,83,1
52,84,1
52,85,1
52,86,1
52,87,1
52,88,2
52,89,1
52,90,1
52,91,0
52,92,1
52,93,0
52,94,1
52,95,1
52,96,1
52,97,1
52,98,0
52,99,1
52,100,1
52,101,1
52,102,1
52,103,1
52,104,1
52,105,0
52,106,1
52,107,1
52,108,0
52,109,1
52,110,1
52,111,1
52,112,0
52,113,1
52,114,1
52,115,0
52,116,1
52,117,1
52,118,1
52,119,1
52,120,1
52,121,1
52,122,1
52,123,1
52,124,1
52,125,0
52,126,1
52,127,0
52,128,1
52,129,1
52,130,1
52,131,1
52,132,1
52,133,1
52,134,1
52,135,1
52,136,1
52,137,2
52,138,1
52,139,1
52,140,1
52,141,1
52,142,1
52,143,1
52,144,1
52,145,1
52,146,1
52,147,2
52,148,0
52,149,0
52,150,1
52,151,1
52,152,1
52,153,1
52,154,0
52,155,0
52,156,1
52,157,1
52,158,1
52,159,0
52,160,1
52,161,1
52,162,1
52,163,2
52,164,1
52,165,1
52,166,1
52,167,1
52,168,0
52,169,1
52,170,0
52,171,1
52,172,1
52,173,1
52,174,1
52,175,1
52,176,1
52,177,1
52,178,1
52,179,1
52,180,1
52,181,1
52,182,1
52,183,1
52,184,1
52,185,1
52,186,1
52,187,1
52,188,1
52,189,0
52,190,1
52,191,1
52,192,1
52,193,1
52,194,0
52,195,0
52,196,0
52,197,1
52,198,0
52,199,1
52,200,1
53,1,1
53,2,0
53,3,1
53,4,1
53,5,1
53,6,1
53,7,1
53,8,1
53,9,1
53,10,1
53,11,1
53,12,1
53,13,1
53,14,1
53,15,0
53,16,0
53,17,0
53,18,1
53,19,1
53,20,1
53,21,1
53,22,1
53,23,1
53,24,1
53,25,1
53,26,1
53,27,1
53,28,1
53,29,1
53,30,1
53,31,1
53,32,0
53,33,0
53,34,0
53,35,1
53,36,1
53,37,1
53,38,0
53,39,1
53,40,1
53,41,1
53,42,1
53,43,1
53,44,1
53,45,1
53,46,1
53,47,1
53,48,0
53,49,1
53,50,1
53,51,1
53,52,1
53,53,1
53,54,1
53,55,1
53,56,0
53,57,1
53,58,1
53,59,1
53,60,1
53,61,1
53,62,1
53,63,1
53,64,1
53,65,0
53,66,1
53,67,2
53,68,1
53,69,1
53,70,0
53,71,1
53,72,1
53,73,1
53,74,1
53,75,1
53,76,1
53,77,1
53,78,1
53,79,1
53,80,1
53,81,1
53,82,0
53,83,1
53,84,1
53,85,1
53,86,1
53,87,1
53,88,1
53,89,1
53,90,1
53,91,1
53,92,1
53,93,0
53,94,1
53,95,0
53,96,1
53,97,0
53,98,1
53,99,0
53,100,1
53,101,1
53,102,1
53,103,0
53,104,0
53,105,0
53,106,1
53,107,1
53,108,1
53,109,1
53,110,1
53,111,1
53,112,1
53,113,1
53,114,1
53,115,1
53,116,1
53,117,1
53,118,1
53,119,1
53,120,1
53,121,1
53,122,1
53,123,0
53,124,1
53,125,1
53,126,1
53,127,1
53,128,1
53,129,0
53,130,1
53,131,1
53,132,1
53,133,1
53,134,1
53,135,1
53,136,1
53,137,1
53,138,1
53,139,1
53,140,1
53,141,0
53,142,1
53,143,1
53,144,1
53,145,1
53,146,1
53,147,2
53,148,0
53,149,1
53,150,1
53,151,0
53,152,1
53,153,1
53,154,1
53,155,1
53,156,1
53,157,1
53,158,1
53,159,1
53,160,1
53,161,0
53,162,0
53,163,0
53,164,1
53,165,1
53,166,1
53,167,1
53,168,1
53,169,1
53,170,0
53,171,1
53,172,0
53,173,1
53,174,1
53,175,1
53,176,1
53,177,1
53,178,1
53,179,0
53,180,0
53,181,1
53,182,1
53,183,1
53,184,1
53,185,1
53,186,0
53,187,1
53,188,1
53,189,1
53,190,1
53,191,1
53,192,1
53,193,1
53,194,1
53,195,1
53,196,2
53,197,1
53,198,1
53,199,1
53,200,2
54,1,1
54,2,1
54,3,0
54,4,1
54,5,1
54,6,0
54,7,1
54,8,1
54,9,1
54,10,1
54,11,1
54,12,0
54,13,1
54,14,1
54,15,1
54,16,0
54,17,0
54,18,1
54,19,0
54,20,1
54,21,1
54,22,1
54,23,1
54,24,1
54,25,1
54,26,1
54,27,1
54,28,1
54,29,1
54,30,0
54,31,1
54,32,1
54,33,1
54,34,1
54,35,1
54,36,1
54,37,1
54,38,1
54,39,1
54,40,1
54,41,0
54,42,1
54,43,1
54,44,0
54,45,1
54,46,1
54,47,1
54,48,1
54,49,1
54,50,1
54,51,0
54,52,1
54,53,1
54,54,1
54,55,1
54,56,1
54,57,1
54,58,1
54,59,1
54,60,0
54,61,1
54,62,0
54,63,1
54,64,1
54,65,1
54,66,1
54,67,1
54,68,0
54,69,1
54,70,1
54,71,1
54,72,0
54,73,1
54,74,1
54,75,1
54,76,0
54,77,1
54,78,1
54,79,1
54,80,1
54,81,2
54,82,0
54,83,1
54,84,0
54,85,1
54,86,0
54,87,1
54,88,1
54,89,1
54,90,0
54,91,0
54,92,0
54,93,1
54,94,1
54,95,1
54,96,2
54,97,1
54,98,1
54,99,2
54,100,0
54,101,1
54,102,2
54,103,1
54,104,0
54,105,1
54,106,1
54,107,1
54,108,1
54,109,1
54,110,1
54,111,0
54,112,1
54,113,1
54,114,0
54,115,2
54,116,1
54,117,1
54,118,1
54,119,1
54,120,1
54,121,0
54,122,1
54,123,1
54,124,1
54,125,1
54,126,1
54,127,1
54,128,1
54,129,1
54,130,1
54,131,1
54,132,0
54,133,1
54,134,1
54,135,1
54,136,0
54,137,1
54,138,1
54,139,1
54,140,1
54,141,1
54,142,1
54,143,1
54,144,0
54,145,1
54,146,0
54,147,1
54,148,1
54,149,1
54,150,0
54,151,1
54,152,1
54,153,1
54,154,1
54,155,1
54,156,1
54,157,1
54,158,1
54,159,1
54,160,1
54,161,0
54,162,0
54,163,1
54,164,1
54,165,1
54,166,1
54,167,1
54,168,1
54,169,1
54,170,1
54,171,1
54,172,1
54,173,1
54,174,1
54,175,1
54,176,1
54,177,1
54,178,1
54,179,1
54,180,1
54,181,0
54,182,1
54,183,0
54,184,1
54,185,1
54,186,1
54,187,0
54,188,0
54,189,0
54,190,2
54,191,1
54,192,0
54,193,1
54,194,1
54,195,1
54,196,0
54,197,1
54,198,1
54,199,1
54,200,1
55,1,1
55,2,1
55,3,1
55,4,0
55,5,1
55,6,1
55,7,1
55,8,1
55,9,1
55,10,1
55,11,1
55,12,1
55,13,1
55,14,2
55,15,1
55,16,1
55,17,1
55,18,1
55,19,1
55,20,1
55,21,1
55,22,1
55,23,1
55,24,1
55,25,0
55,26,1
55,27,1
55,28,1
55,29,0
55,30,1
55,31,1
55,32,1
55,33,1
55,34,0
55,35,1
55,36,1
55,37,0
55,38,1
55,39,1
55,40,0
55,41,1
55,42,0
55,43,1
55,44,1
55,45,0
55,46,1
55,47,1
55,48,1
55,49,1
55,50,1
55,51,1
55,52,1
55,53,1
55,54,1
55,55,1
55,56,1
55,57,1
55,58,1
55,59,0
55,60,1
55,61,0
55,62,1
55,63,1
55,64,1
55,65,0
55,66,1
55,67,1
55,68,1
55,69,1
55,70,1
55,71,1
55,72,2
55,73,1
55,74,1
55,75,1
55,76,1
55,77,1
55,78,1
55,79,1
55,80,1
55,81,1
55,82,2
55,83,1
55,84,1
55,85,1
55,86,1
55,87,1
55,88,0
55,89,1
55,90,1
55,91,1
55,92,0
55,93,1
55,94,0
55,95,0
55,96,0
55,97,1
55,98,1
55,99,1
55,100,1
55,101,1
55,102,1
55,103,0
55,104,0
55,105,0
55,106,1
55,107,1
55,108,1
55,109,1
55,110,1
55,111,1
55,112,1
55,113,1
55,114,1
55,115,0
55,116,1
55,117,1
55,118,1
55,119,1
55,120,1
55,121,0
55,122,1
55,123,1
55,124,1
55,125,1
55,126,1
55,127,1
55,128,1
55,129,1
55,130,1
55,131,1
55,132,0
55,133,1
55,134,1
55,135,1
55,136,1
55,137,1
55,138,1
55,139,1
55,140,1
55,141,1
55,142,1
55,143,1
55,144,1
55,145,1
55,146,0
55,147,0
55,148,1
55,149,1
55,150,1
55,151,0
55,152,1
55,153,0
55,154,0
55,155,1
55,156,1
55,157,0
55,158,1
55,159,1
55,160,1
55,161,1
55,162,1
55,163,1
55,164,1
55,165,1
55,166,1
55,167,1
55,168,0
55,169,1
55,170,1
55,171,1
55,172,1
55,173,1
55,174,1
55,175,1
55,176,1
55,177,1
55,178,1
55,179,0
55,180,1
55,181,1
55,182,1
55,183,1
55,184,1
55,185,1
55,186,1
55,187,1
55,188,1
55,189,0
55,190,2
55,191,1
55,192,0
55,193,0
55,194,1
55,195,1
55,196,1
55,197,1
55,198,1
55,199,1
55,200,1
56,1,1
56,2,1
56,3,1
56,4,1
56,5,1
56,6,1
56,7,0
56,8,2
56,9,0
56,10,1
56,11,1
56,12,1
56,13,0
56,14,1
56,15,1
56,16,1
56,17,1
56,18,1
56,19,1
56,20,1
56,21,0
56,22,0
56,23,1
56,24,0
56,25,1
56,26,1
56,27,1
56,28,1
56,29,1
56,30,1
56,31,1
56,32,1
56,33,1
56,34,1
56,35,1
56,36,1
56,37,1
56,38,1
56,39,1
56,40,1
56,41,1
56,42,1
56,43,1
56,44,0
56,45,0
56,46,1
56,47,0
56,48,1
56,49,1
56,50,1
56,51,1
56,52,1
56,53,1
56,54,0
56,55,0
56,56,1
56,57,0
56,58,1
56,59,1
56,60,1
56,61,1
56,62,2
56,63,1
56,64,0
56,65,1
56,66,1
56,67,1
56,68,1
56,69,1
56,70,1
56,71,1
56,72,1
56,73,1
56,74,0
56,75,1
56,76,1
56,77,1
56,78,1
56,79,0
56,80,0
56,81,1
56,82,0
56,83,1
56,84,1
56,85,1
56,86,0
56,87,1
56,88,1
56,89,1
56,90,0
56,91,1
56,92,1
56,93,1
56,94,0
56,95,1
56,96,0
56,97,1
56,98,1
56,99,1
56,100,0
56,101,1
56,102,1
56,103,1
56,104,1
56,105,1
56,106,1
56,107,1
56,108,1
56,109,0
56,110,1
56,111,1
56,112,0
56,113,0
56,114,0
56,115,1
56,116,0
56,117,1
56,118,0
56,119,1
56,120,1
56,121,1
56,122,1
56,123,1
56,124,1
56,125,0
56,126,1
56,127,1
56,128,0
56,129,1
56,130,1
56,131,0
56,132,1
56,133,1
56,134,1
56,135,2
56,136,1
56,137,1
56,138,2
56,139,1
56,140,1
56,141,1
56,142,1
56,143,1
56,144,1
56,145,0
56,146,1
56,147,1
56,148,1
56,149,1
56,150,1
56,151,1
56,152,1
56,153,1
56,154,0
56,155,1
56,156,1
56,157,0
56,158,1
56,159,1
56,160,0
56,161,0
56,162,1
56,163,1
56,164,1
56,165,1
56,166,0
56,167,1
56,168,1
56,169,1
56,170,0
56,171,1
56,172,1
56,173,1
56,174,1
56,175,1
56,176,0
56,177,0
56,178,1
56,179,1
56,180,1
56,181,1
56,182,1
56,183,1
56,184,1
56,185,1
56,186,0
56,187,0
56,188,1
56,189,1
56,190,0
56,191,1
56,192,1
56,193,0
56,194,1
56,195,1
56,196,0
56,197,0
56,198,1
56,199,1
56,200,1
57,1,2
57,2,1
57,3,1
57,4,0
57,5,1
57,6,1
57,7,1
57,8,1
57,9,1
57,10,1
57,11,1
57,12,1
57,13,1
57,14,1
57,15,1
57,16,1
57,17,0
57,18,0
57,19,0
57,20,1
57,21,0
57,22,1
57,23,1
57,24,1
57,25,2
57,26,1
57,27,2
57,28,1
57,29,1
57,30,1
57,31,1
57,32,1
57,33,1
57,34,1
57,35,1
57,36,1
57,37,0
57,38,1
57,39,1
57,40,1
57,41,1
57,42,1
57,43,1
57,44,1
57,45,1
57,46,1
57,47,1
57,48,1
57,49,1
57,50,1
57,51,1
57,52,1
57,53,1
57,54,1
57,55,1
57,56,1
57,57,1
57,58,1
57,59,0
57,60,1
57,61,0
57,62,1
57,63,0
57,64,1
57,65,1
57,66,1
57,67,1
57,68,1
57,69,1
57,70,0
57,71,0
57,72,1
57,73,1
57,74,1
57,75,0
57,76,1
57,77,1
57,78,1
57,79,0
57,80,1
57,81,1
57,82,1
57,83,1
57,84,1
57,85,1
57,86,0
57,87,0
57,88,1
57,89,1
57,90,1
57,91,1
57,92,1
57,93,1
57,94,1
57,95,1
57,96,1
57,97,1
57,98,0
57,99,1
57,100,0
57,101,1
57,102,1
57,103,2
57,104,1
57,105,1
57,106,1
57,107,1
57,108,1
57,109,1
57,110,0
57,111,1
57,112,2
57,113,0
57,114,1
57,115,1
57,116,1
57,117,1
57,118,1
57,119,1
57,120,1
57,121,1
57,122,1
57,123,1
57,124,1
57,125,1
57,126,1
57,127,2
57,128,0
57,129,1
57,130,1
57,131,0
57,132,1
57,133,1
57,134,1
57,135,1
57,136,1
57,137,1
57,138,1
57,139,1
57,140,1
57,141,0
57,142,1
57,143,0
57,144,1
57,145,1
57,146,1
57,147,0
57,148,1
57,149,1
57,150,0
57,151,0
57,152,1
57,153,1
57,154,1
57,155,0
57,156,1
57,157,1
57,158,1
57,159,1
57,160,1
57,161,1
57,162,0
57,163,0
57,164,1
57,165,1
57,166,1
57,167,0
57,168,1
57,169,1
57,170,1
57,171,2
57,172,1
57,173,1
57,174,0
57,175,1
57,176,1
57,177,0
57,178,1
57,179,1
57,180,0
57,181,1
57,182,0
57,183,1
57,184,1
57,185,1
57,186,1
57,187,1
57,188,1
57,189,1
57,190,1
57,191,0
57,192,1
57,193,1
57,194,0
57,195,1
57,196,1
57,197,1
57,198,1
57,199,1
57,200,0
58,1,0
58,2,0
58,3,0
58,4,1
58,5,1
58,6,1
58,7,0
58,8,1
58,9,1
58,10,1
58,11,1
58,12,1
58,13,0
58,14,0
58,15,1
58,16,1
58,17,1
58,18,1
58,19,1
58,20,1
58,21,1
58,22,1
58,23,1
58,24,1
58,25,1
58,26,0
58,27,1
58,28,1
58,29,1
58,30,1
58,31,1
58,32,1
58,33,1
58,34,0
58,35,0
58,36,1
58,37,1
58,38,0
58,39,1
58,40,1
58,41,1
58,42,1
58,43,1
58,44,0
58,45,1
58,46,1
58,47,1
58,48,1
58,49,1
58,50,1
58,51,1
58,52,1
58,53,1
58,54,1
58,55,1
58,56,1
58,57,0
58,58,1
58,59,1
58,60,1
58,61,0
58,62,1
58,63,0
58,64,1
58,65,1
58,66,0
58,67,0
58,68,1
58,69,1
58,70,1
58,71,0
58,72,2
58,73,1
58,74,0
58,75,1
58,76,1
58,77,1
58,78,1
58,79,1
58,80,1
58,81,1
58,82,1
58,83,1
58,84,0
58,85,1
