u,v,y
47,32,1
47,33,1
47,34,0
47,35,2
47,36,0
47,37,0
47,38,1
47,39,1
47,40,1
47,41,1
47,42,0
47,43,1
47,44,0
47,45,1
47,46,0
47,47,0
47,48,1
47,49,1
47,50,1
48,1,0
48,2,1
48,3,1
48,4,0
48,5,0
48,6,0
48,7,0
48,8,1
48,9,0
48,10,0
48,11,2
48,12,2
48,13,1
48,14,0
48,15,0
48,16,0
48,17,0
48,18,0
48,19,0
48,20,0
48,21,0
48,22,1
48,23,1
48,24,1
48,25,0
48,26,1
48,27,1
48,28,1
48,29,0
48,30,0
48,31,0
48,32,1
48,33,1
48,34,0
48,35,1
48,36,1
48,37,1
48,38,0
48,39,0
48,40,0
48,41,1
48,42,0
48,43,0
48,44,1
48,45,0
48,46,1
48,47,0
48,48,0
48,49,1
48,50,0
49,1,1
49,2,2
49,3,1
49,4,2
49,5,2
49,6,0
49,7,1
49,8,0
49,9,0
49,10,2
49,11,1
49,12,0
49,13,0
49,14,2
49,15,0
49,16,0
49,17,0
49,18,1
49,19,0
49,20,0
49,21,2
49,22,2
49,23,1
49,24,2
49,25,0
49,26,0
49,27,0
49,28,1
49,29,2
49,30,1
49,31,0
49,32,0
49,33,1
49,34,0
49,35,1
49,36,0
49,37,1
49,38,1
49,39,0
49,40,0
49,41,1
49,42,0
49,43,0
49,44,2
49,45,0
49,46,0
49,47,0
49,48,1
49,49,0
49,50,2
50,1,0
50,2,0
50,3,0
50,4,0
50,5,1
50,6,2
50,7,1
50,8,1
50,9,0
50,10,1
50,11,1
50,12,0
50,13,0
50,14,0
50,15,1
50,16,1
50,17,0
50,18,0
50,19,0
50,20,2
50,21,0
50,22,1
50,23,2
50,24,0
50,25,2
50,26,0
50,27,0
50,28,1
50,29,0
50,30,0
50,31,0
50,32,1
50,33,0
50,34,0
50,35,1
50,36,0
50,37,1
50,38,2
50,39,0
50,40,0
50,41,0
50,42,0
50,43,1
50,44,0
50,45,1
50,46,0
50,47,1
50,48,0
50,49,2
50,50,0
